"BEGIN_YEARMONTH","BEGIN_DAY","END_YEARMONTH","END_DAY","EVENT_ID","STATE","YEAR","MONTH_NAME","INJURIES_DIRECT","INJURIES_INDIRECT","DEATHS_DIRECT","DEATHS_INDIRECT","DAMAGE_PROPERTY","DAMAGE_CROPS","TOR_F_SCALE","TOR_LENGTH","TOR_WIDTH","BEGIN_RANGE","BEGIN_AZIMUTH","BEGIN_LOCATION","END_RANGE","END_AZIMUTH","END_LOCATION","BEGIN_LAT","BEGIN_LON","END_LAT","END_LON"
202204,6,202204,6,1022821,"GEORGIA",2022,"April",0,0,0,0,NA,NA,"EF1",5.46,500,3,"W","KITE",0,"WSW","TOM",32.6714,-82.5734,32.698,-82.485
202203,21,202203,21,1008077,"TEXAS",2022,"March",10,0,1,0,5e+06,0,"EF2",19.07,200,1,"SSW","MAPLETON",6,"ESE","WOOSTER",31.1346,-95.675,31.422,-95.3555
202206,30,202206,30,1039261,"LOUISIANA",2022,"June",0,0,0,0,0,0,"EF0",0.05,10,0,"N","VIDRINE",0,"WNW","VIDRINE",30.68,-92.4,30.6804,-92.4008
202203,21,202203,21,1014163,"TEXAS",2022,"March",0,0,0,0,NA,NA,"EF1",18.66,500,2,"ENE","MONTAGUE",2,"NNW","ILLINOIS BEND",33.688,-97.6874,33.914,-97.5103
202203,21,202203,21,1014164,"TEXAS",2022,"March",0,0,0,0,NA,NA,"EF1",18.32,150,4,"ESE","LEO",1,"N","GAINESVILLE",33.4322,-97.3292,33.6494,-97.1493
202205,23,202205,23,1018627,"TEXAS",2022,"May",0,0,0,0,0,0,"EFU",1.55,50,6,"NE","MORTON COCHRAN CO AR",6,"NE","MORTON COCHRAN CO AR",33.7937,-102.6694,33.788,-102.6433
202205,3,202205,3,1021178,"OHIO",2022,"May",0,0,0,0,50000,0,"EF1",0.43,50,1,"ESE","HUNTS CORNER",2,"ESE","HUNTS CORNER",41.2123,-82.7489,41.2155,-82.7418
202205,19,202205,19,1024256,"MISSOURI",2022,"May",0,0,0,0,50000,0,"EF0",3.01,75,1,"W","WEBSTER GROVES",1,"WNW","BRENTWOOD",38.582,-90.398,38.623,-90.379
202205,19,202205,19,1024276,"ILLINOIS",2022,"May",0,0,0,0,20000,0,"EF1",10.9,250,3,"SE","BADEN BADEN",1,"ESE","GREENVILLE",38.741,-89.482,38.882,-89.391
202205,27,202205,27,1024109,"SOUTH CAROLINA",2022,"May",0,0,0,0,0,0,"EF0",0.99,15,1,"SW","ALLEN",0,"S","ALLEN",33.9089,-79.0653,33.9161,-79.0507
202205,27,202205,27,1024119,"SOUTH CAROLINA",2022,"May",0,0,0,0,0,0,"EF0",0.99,20,0,"WNW","LORIS",1,"N","LORIS",34.0513,-78.8869,34.064,-78.8788
202203,30,202203,30,1018983,"ALABAMA",2022,"March",0,0,0,0,0,0,"EF0",2.89,125,1,"SSE","LOWNDESBORO",2,"ESE","ST CLAIR",32.2663,-86.6128,32.3067,-86.6014
202203,22,202203,22,1014019,"LOUISIANA",2022,"March",0,0,0,0,1e+06,0,"EF0",2.61,100,1,"ENE","TERRYTOWN",2,"ESE","GOULDSBORO",29.8849,-90.0535,29.914,-90.0258
202204,5,202204,5,1022795,"GEORGIA",2022,"April",0,0,0,0,NA,NA,"EF1",2.02,100,0,"ENE","PAYNE CITY",2,"ENE","PAYNE CITY",32.8716,-83.697,32.8816,-83.6642
202204,5,202204,5,1022793,"GEORGIA",2022,"April",0,0,0,0,NA,NA,"EF2",5.8,300,1,"SE","BYROMVILLE",1,"NW","PINEHURST",32.189,-83.8806,32.2094,-83.7843
202204,5,202204,5,1022798,"GEORGIA",2022,"April",0,0,0,0,NA,NA,"EF0",1.69,150,3,"NNE","BROWNS CROSSING",5,"WNW","BLANDY",33.095,-83.3493,33.1185,-83.3409
202204,5,202204,5,1022801,"GEORGIA",2022,"April",0,0,0,0,NA,NA,"EF1",6.41,400,9,"WNW","COOKTOWN",6,"WNW","NICKELSVILLE",32.677,-83.281,32.7144,-83.1802
202203,22,202203,22,1008114,"TEXAS",2022,"March",4,0,0,0,1e+05,0,"EF0",0.82,30,4,"NW","KENDLETON",3,"NNW","KENDLETON",29.4886,-96.0397,29.4936,-96.0237
202203,22,202203,22,1008096,"TEXAS",2022,"March",0,0,0,0,1000,0,"EF0",0.13,30,1,"E","DANBURY",1,"E","DANBURY",29.2286,-95.3365,29.2286,-95.3343
202203,21,202203,21,1014165,"TEXAS",2022,"March",0,0,0,0,NA,NA,"EF0",0.46,50,2,"NNW","BENBROOK LAKE",2,"N","BENBROOK LAKE",32.6563,-97.478,32.6566,-97.4701
202203,21,202203,21,1014166,"TEXAS",2022,"March",0,0,0,0,0,0,"EF0",1.3,50,1,"NNW","RIVER OAKS",1,"ESE","LAKE WORTH",32.7874,-97.403,32.792,-97.3813
202203,21,202203,21,1014167,"TEXAS",2022,"March",0,0,0,0,0,0,"EF0",1.61,100,2,"SW","PRAIRIE DELL",1,"WSW","PRAIRIE DELL",30.8611,-97.6004,30.8777,-97.5814
202205,4,202205,4,1016076,"TEXAS",2022,"May",0,0,0,0,NA,NA,"EFU",3.71,30,13,"ENE","AFTON",16,"ENE","AFTON",33.813,-100.5941,33.8263,-100.5314
202205,23,202205,23,1018628,"TEXAS",2022,"May",0,0,0,0,0,0,"EF0",1.92,200,3,"SSW","PEP",3,"SSE","PEP",33.7802,-102.5942,33.7821,-102.5608
202205,19,202205,19,1024261,"MISSOURI",2022,"May",0,0,0,0,20000,0,"EF0",1.32,50,0,"E","FRONTENAC",1,"NNE","FRONTENAC",38.63,-90.418,38.648,-90.41
202205,19,202205,19,1024271,"ILLINOIS",2022,"May",0,0,0,0,50000,0,"EF1",5.75,250,2,"SE","ST ROSE",2,"ENE","JAMESTOWN",38.663,-89.519,38.741,-89.482
202204,12,202204,12,1018714,"IOWA",2022,"April",0,0,0,0,525000,0,"EF1",6.6,325,2,"SSE","NEW HAVEN",3,"SSE","RICEVILLE",43.2574,-92.6427,43.328,-92.5543
202204,28,202204,28,1013401,"NEBRASKA",2022,"April",0,0,0,0,0,0,"EFU",0.01,20,6,"SW","ALMA",6,"SW","ALMA",40.03,-99.43,40.03,-99.43
202204,5,202204,5,1022803,"GEORGIA",2022,"April",0,0,0,0,NA,NA,"EF1",5.62,125,2,"WNW","RODDY",2,"ENE","YONKERS",32.361,-83.283,32.3818,-83.1899
202204,5,202204,5,1019010,"ALABAMA",2022,"April",0,0,0,0,NA,NA,"EF1",1.83,100,4,"NE","COFFEEVILLE",4,"WSW","MC ENTYRE",31.797,-88.0528,31.806,-88.0281
202205,2,202205,2,1030818,"OKLAHOMA",2022,"May",0,0,0,0,0,0,"EF0",0.9,80,2,"WSW","LOYAL",2,"WNW","LOYAL",35.964,-98.151,35.977,-98.148
202205,2,202205,2,1030822,"OKLAHOMA",2022,"May",0,0,0,0,30000,0,"EF0",1.6,10,1,"SW","HYDRO",1,"ESE","HYDRO",35.536,-98.592,35.547,-98.567
202205,2,202205,2,1030824,"OKLAHOMA",2022,"May",0,0,0,0,1e+05,0,"EF0",0.5,240,1,"N","CYRIL",1,"NNE","CYRIL",34.917,-98.199,34.912,-98.194
202205,2,202205,2,1030827,"OKLAHOMA",2022,"May",0,0,0,0,50000,0,"EF1",6.54,500,4,"ENE","PERKINS",3,"E","RIPLEY",36.001,-96.968,36.013,-96.852
202203,21,202203,21,1014168,"TEXAS",2022,"March",11,0,1,0,0,0,"EF2",2.38,150,1,"NE","CEDAR MILLS",3,"NE","CEDAR MILLS",33.8407,-96.8192,33.8695,-96.7966
202203,21,202203,21,1014169,"TEXAS",2022,"March",0,0,0,0,20000,0,"EF0",0.63,100,1,"NNW","EULESS",2,"N","EULESS",32.8473,-97.0919,32.853,-97.0843
202205,23,202205,23,1018629,"TEXAS",2022,"May",0,0,0,0,0,0,"EFU",1.08,50,4,"SW","PETTIT",4,"SSW","PETTIT",33.6627,-102.5785,33.6524,-102.5644
202205,19,202205,19,1024266,"MISSOURI",2022,"May",0,0,0,0,50000,0,"EF0",0.79,50,1,"W","FERNRIDGE",1,"WSW","TEMPO",38.679,-90.47,38.69,-90.474
202205,26,202205,26,1024396,"SOUTH CAROLINA",2022,"May",0,0,0,0,NA,0,"EF0",0.69,75,3,"WSW","RITTER",3,"W","RITTER",32.7702,-80.674,32.7802,-80.6739
202205,19,202205,19,1018159,"ILLINOIS",2022,"May",0,0,0,0,5e+05,0,"EF2",8.52,300,1,"SW","KEENSBURG",2,"ESE","MT CARMEL",38.3439,-87.8778,38.41,-87.745
202205,31,202205,31,1025074,"KANSAS",2022,"May",0,0,0,0,0,0,"EFU",0.01,20,2,"SW","DEXTER",2,"SW","DEXTER",37.16,-96.74,37.1601,-96.7399
202204,12,202204,12,1019327,"IOWA",2022,"April",0,0,0,0,125000,0,"EF0",0.6,125,0,"SW","RIDGEWAY",0,"ESE","RIDGEWAY",43.2965,-92.0033,43.2982,-91.9915
202203,22,202203,22,1014021,"LOUISIANA",2022,"March",2,0,1,1,3e+07,0,"EF3",3.05,320,0,"WSW","ARABI",3,"NNE","ARABI",29.9473,-90.0063,29.9871,-89.9841
202203,21,202203,21,1011084,"TEXAS",2022,"March",0,0,0,0,NA,0,"EF2",2.88,600,2,"S","STAIRTOWN",1,"NE","STAIRTOWN",29.6893,-97.7307,29.7294,-97.7177
202203,5,202203,5,1007094,"IOWA",2022,"March",0,0,0,0,2e+07,0,"EF2",12.8,500,2,"NW","CHURCHVILLE",3,"N","SCOTCH RIDGE",41.4189,-93.7907,41.5115,-93.5767
202203,21,202203,21,1012650,"TEXAS",2022,"March",0,0,0,0,NA,0,"EF1",1.26,260,104,"NNE","HAIDUK",106,"NNE","HAIDUK",30.4632,-97.6845,30.4796,-97.6754
202203,5,202203,5,1007096,"IOWA",2022,"March",0,0,0,0,7.5e+07,0,"EF2",13.62,400,3,"WSW","AVON",2,"ENE","DES MOINES EKMAN ARP",41.5115,-93.5767,41.6104,-93.3486
202203,21,202203,21,1009238,"TEXAS",2022,"March",1,0,0,0,350000,0,"EF2",2.9,350,10,"W","ORRS",9,"WNW","ORRS",32.849,-94.699,32.879,-94.664
202203,6,202203,6,1012837,"ARKANSAS",2022,"March",0,0,0,0,2e+05,0,"EF1",2.37,150,1,"E","ELEVENPOINT",3,"NE","ELEVENPOINT",36.371,-91.1183,36.3985,-91.0932
202203,6,202203,6,1012842,"ARKANSAS",2022,"March",0,0,0,0,50000,0,"EF1",15.6,600,1,"N","AUGSBURG",3,"WNW","RETTA",35.43,-93.23,35.53,-92.9815
202203,22,202203,22,1012161,"MISSISSIPPI",2022,"March",0,0,0,0,75000,0,"EF1",2.58,350,1,"N","FLORA",1,"SSW","FLORA LANE ARPT",32.5676,-90.3164,32.5717,-90.2724
202203,22,202203,22,1012169,"MISSISSIPPI",2022,"March",0,0,0,0,40000,0,"EF1",1.4,550,2,"S","PIERCE XRD",2,"WSW","MIDWAY",32.8692,-90.2486,32.8705,-90.2246
202203,22,202203,22,1012175,"MISSISSIPPI",2022,"March",0,0,0,0,75000,0,"EF1",5,250,1,"SE","ROCKY HILL",1,"N","RIDGELAND",32.4212,-90.2125,32.4504,-90.1341
202203,21,202203,21,1011484,"TEXAS",2022,"March",0,0,0,0,NA,0,"EF1",7.68,300,2,"WSW","JARRELL SYBERT ARPT",3,"N","JARRELL",30.7736,-97.6804,30.8611,-97.6004
202203,5,202203,5,1007103,"IOWA",2022,"March",0,0,0,0,5e+07,0,"EF2",19.29,400,6,"NNW","VANDALIA",3,"NE","NEWTON",41.6104,-93.3486,41.734,-93.0135
202206,14,202206,14,1037015,"IOWA",2022,"June",0,0,0,0,NA,NA,"EF0",2.38,75,3,"S","TREYNOR",4,"SE","TREYNOR",41.19,-95.61,41.19,-95.56
202203,22,202203,22,1010812,"MISSISSIPPI",2022,"March",0,0,0,0,25000,0,"EF0",0.58,50,3,"S","EAGLE BEND",3,"SSE","EAGLE BEND",32.48,-91,32.48,-90.99
202203,22,202203,22,1010842,"MISSISSIPPI",2022,"March",0,0,0,0,225000,0,"EF2",7.75,500,1,"NE","MT BEULAH",1,"NW","BOLTON",32.366,-90.6169,32.3633,-90.4841
202203,22,202203,22,1010822,"MISSISSIPPI",2022,"March",0,0,0,0,50000,0,"EF1",6.05,350,4,"SSE","BEECHWOOD",3,"SSE","BOVINA",32.28,-90.8,32.313,-90.704
202203,22,202203,22,1010839,"MISSISSIPPI",2022,"March",0,0,0,0,125000,0,"EF1",8.79,100,3,"SW","SMITHS",2,"W","CHAMPION HILL",32.313,-90.704,32.35,-90.56
202203,12,202203,12,1006837,"FLORIDA",2022,"March",0,0,0,0,50000,0,"EF1",5.8,100,2,"NNW","HERNANDO BEACH",0,"WSW","WEEKI WACHEE",28.4946,-82.6674,28.5189,-82.5759
202203,6,202203,6,1012890,"ARKANSAS",2022,"March",5,0,0,0,325000,0,"EF2",9.86,800,2,"SW","SAGE",3,"S","LOVE",36.03,-91.84,36.092,-91.681
202203,6,202203,6,1012891,"ARKANSAS",2022,"March",0,0,0,0,80000,0,"EF0",1.48,800,4,"WNW","EVENING SHADE",3,"NW","EVENING SHADE",36.092,-91.681,36.1006,-91.6568
202203,9,202203,9,1011229,"FLORIDA",2022,"March",0,0,0,0,0,0,"EFU",0.15,25,1,"W","GREENWOOD",1,"W","GREENWOOD",30.87,-85.18,30.8721,-85.1793
202203,6,202203,6,1012653,"ARKANSAS",2022,"March",0,0,0,0,0,0,"EF0",6.39,50,2,"SSW","MC DOUGAL",4,"NW","POLLARD",36.407,-90.394,36.477,-90.319
202203,22,202203,22,1012934,"ALABAMA",2022,"March",0,0,0,0,NA,NA,"EF0",1.85,140,1,"SW","TOONERSVILLE",1,"N","WHITEHEAD",34.8657,-87.3377,34.8891,-87.3219
202203,5,202203,5,1007104,"IOWA",2022,"March",0,0,0,0,5e+05,0,"EF2",9.81,300,2,"NNE","LEON",3,"SSE","LE ROY",40.7595,-93.708,40.8437,-93.5569
202203,5,202203,5,1014512,"ILLINOIS",2022,"March",0,0,0,0,50000,0,"EF1",3.89,40,2,"NNW","WAGGONER",2,"E","FARMERSVILLE",39.403,-89.664,39.436,-89.605
202203,7,202203,7,1012892,"ARKANSAS",2022,"March",0,0,0,0,75000,0,"EF1",8.64,250,1,"SE","GLENDALE",1,"SE","NEBO",33.96,-91.96,33.9937,-91.8148
202203,7,202203,7,1012897,"ARKANSAS",2022,"March",0,0,0,0,0,0,"EF1",6.98,550,5,"SSE","ONE HORSE STORE",0,"WNW","LA FARGUE",34.15,-91.46,34.2021,-91.3553
202203,12,202203,12,1007340,"FLORIDA",2022,"March",0,0,0,0,0,0,"EF1",5.29,70,3,"WSW","HAMMOND",3,"E","HAMMOND",29.3624,-81.5563,29.3841,-81.472
202203,9,202203,9,1011230,"FLORIDA",2022,"March",0,0,0,0,75000,0,"EF0",1.4,200,4,"W","BAHOMA",2,"W","BAHOMA",30.8145,-85.5588,30.8157,-85.5352
202203,9,202203,9,1011231,"FLORIDA",2022,"March",0,0,0,0,1e+05,0,"EF1",0.19,100,0,"N","BAHOMA",1,"N","BAHOMA",30.817,-85.5013,30.8182,-85.4984
202203,9,202203,9,1011234,"FLORIDA",2022,"March",0,0,0,0,1e+05,0,"EF1",0.41,25,2,"ESE","SPRINGFIELD",3,"ESE","SPRINGFIELD",30.1514,-85.5656,30.1513,-85.5588
202203,18,202203,18,1011259,"FLORIDA",2022,"March",0,0,0,0,0,0,"EF1",0.81,25,2,"NE","EUCHEEANNA",2,"WSW","DOUGLAS CROSSROADS",30.6645,-86.0182,30.6621,-86.0048
202203,30,202203,30,1013974,"MISSISSIPPI",2022,"March",0,0,1,0,140000,0,"EF1",16.2,200,1,"SSE","POPE",6,"E","BLUFF SPGS",34.211,-89.945,34.358,-89.724
202203,30,202203,30,1013817,"MISSISSIPPI",2022,"March",0,0,0,0,60000,0,"EF1",7.63,100,4,"SSE","BANNER",1,"E","SAREPTA",34.0492,-89.3786,34.1289,-89.2863
202203,5,202203,5,1007107,"IOWA",2022,"March",0,0,0,0,1e+05,0,"EF2",7.43,200,4,"WSW","HUMESTON",3,"NE","HUMESTON",40.8437,-93.5569,40.8976,-93.4338
202203,30,202203,30,1011492,"OKLAHOMA",2022,"March",0,0,0,0,75000,0,"EF0",0.6,100,1,"W","ADAMSON",1,"WNW","ADAMSON",34.922,-95.551,34.926,-95.542
202203,30,202203,30,1015553,"ARKANSAS",2022,"March",0,0,0,0,NA,NA,"EF1",3.46,400,1,"SSW","HARMONY",1,"NNW","LONE PINE",35.5362,-93.5756,35.5635,-93.5241
202203,30,202203,30,1035744,"MISSISSIPPI",2022,"March",0,0,0,0,10000,0,"EF1",1.59,50,1,"NW","YOUNGTON",2,"NE","YOUNGTON",32.4563,-90.6253,32.465,-90.6
202203,22,202203,22,1010513,"LOUISIANA",2022,"March",0,0,0,0,5000,0,"EF1",3.11,100,2,"NNE","THOMASTOWN",3,"NE","MOUND",32.398,-91.05,32.385,-90.999
202203,5,202203,5,1007108,"IOWA",2022,"March",0,0,0,0,0,0,"EFU",2.18,100,2,"SSE","DERBY",3,"ESE","DERBY",40.8976,-93.4338,40.9123,-93.3968
202206,14,202206,14,1036967,"NEBRASKA",2022,"June",0,0,0,0,NA,NA,"EF1",2.16,150,3,"NNW","MURDOCK",3,"S","SOUTH BEND",40.96,-96.3,40.96,-96.26
202203,11,202203,11,1002340,"FLORIDA",2022,"March",0,0,0,0,1000,0,"EF0",0.12,40,1,"E","RIO ST LUCIE",1,"ENE","RIO ST LUCIE",27.2221,-80.2367,27.2228,-80.2349
202203,12,202203,12,1007352,"FLORIDA",2022,"March",0,0,0,0,0,0,"EF1",26.65,65,1,"W","DUNNELLON",3,"S","SILVER SPGS",29.0497,-82.461,29.1817,-82.0462
202203,12,202203,12,1007550,"FLORIDA",2022,"March",0,0,0,0,1000,0,"EF0",0.03,50,0,"WNW","FT MYERS BEACH",0,"NW","FT MYERS BEACH",26.4508,-81.952,26.4512,-81.9518
202203,30,202203,30,1009597,"TEXAS",2022,"March",0,0,0,0,25000,0,"EF1",3.03,100,2,"SSE","BAGWELL",3,"NW","CHERRY",33.6486,-95.1559,33.6788,-95.1178
202203,18,202203,18,1011277,"FLORIDA",2022,"March",0,0,0,0,5e+05,0,"EF2",1.64,75,1,"NNE","MAGNOLIA BEACH",1,"SSW","(PFN)PANAMA CITY ARPT",30.1705,-85.7128,30.185,-85.691
202203,30,202203,30,1015472,"TENNESSEE",2022,"March",0,0,0,0,50000,0,"EF1",1.96,250,3,"ESE","MEDINA",2,"ESE","WEST",35.791,-88.723,35.8171,-88.7093
202203,5,202203,5,1007109,"IOWA",2022,"March",0,0,0,0,0,0,"EFU",1.66,60,2,"NNE","GARDEN GROVE",2,"SSE","LE ROY",40.8423,-93.5849,40.8537,-93.5568
202203,30,202203,30,1009760,"LOUISIANA",2022,"March",0,0,0,0,5000,0,"EF0",1.21,100,1,"WNW","POWHATAN",1,"NNE","POWHATAN",31.8748,-93.2103,31.8843,-93.1929
202203,30,202203,30,1009761,"LOUISIANA",2022,"March",0,0,0,0,0,0,"EF0",5.49,100,1,"WSW","POWHATAN",0,"S","CAMPTI",31.8656,-93.2078,31.8954,-93.121
202203,6,202203,6,1001525,"OHIO",2022,"March",0,0,0,0,1e+05,0,"EF0",2.52,100,3,"WNW","RUSSIA",2,"N","RUSSIA",40.2467,-84.4431,40.257,-84.3973
202203,7,202203,7,1001744,"INDIANA",2022,"March",0,0,0,0,1e+05,0,"EF0",1.28,100,1,"NNE","OSGOOD",2,"ENE","OSGOOD",39.1406,-85.2964,39.1437,-85.2728
202203,12,202203,12,1007552,"FLORIDA",2022,"March",0,0,0,0,0,0,"EF1",0.65,50,1,"N","LORIDA",1,"NNE","LORIDA",27.46,-81.26,27.4644,-81.2506
202203,5,202203,5,1007110,"IOWA",2022,"March",0,0,0,0,0,0,"EFU",0.41,60,4,"WSW","HUMESTON",4,"WSW","HUMESTON",40.8537,-93.5568,40.8565,-93.5499
202203,30,202203,30,1015159,"LOUISIANA",2022,"March",0,0,0,0,10000,0,"EF1",2.08,85,2,"WNW","HICKS",1,"NNE","HICKS",31.1854,-93.0299,31.193,-92.9959
202203,31,202203,31,1017432,"NORTH CAROLINA",2022,"March",0,0,0,0,1e+05,0,"EF1",2.85,200,3,"S","COTTONVILLE",2,"ESE","COTTONVILLE",35.1558,-80.19,35.1903,-80.1623
202203,31,202203,31,1017433,"NORTH CAROLINA",2022,"March",0,0,0,0,1e+05,0,"EF1",0.22,100,1,"ESE","CLEGG",1,"E","CLEGG",35.8672,-78.8372,35.8698,-78.835
202203,30,202203,30,1035750,"MISSISSIPPI",2022,"March",0,0,0,0,250000,0,"EF1",5.17,200,1,"ENE","JACKSON HAWKINS FLD",3,"NW","(JAN)THOMPSON FLD JA",32.3336,-90.2051,32.341,-90.117
202203,30,202203,30,1035752,"MISSISSIPPI",2022,"March",0,0,0,0,7e+05,0,"EF2",4.94,1200,1,"S","DOWELL",2,"NNW","BARNES",32.8799,-89.5716,32.931,-89.512
202203,30,202203,30,1009763,"LOUISIANA",2022,"March",0,0,0,0,12000,0,"EF1",3.67,200,2,"W","OSHKOSH",2,"ESE","CHESTNUT",32.0323,-93.0364,32.0619,-92.9843
202203,30,202203,30,1009764,"LOUISIANA",2022,"March",0,0,0,0,0,0,"EF1",1.74,400,2,"NE","DANVILLE",1,"W","ENGLISH",32.2535,-92.822,32.2696,-92.7992
202203,23,202203,23,1004202,"OHIO",2022,"March",0,0,0,0,10000,0,"EF0",1.52,50,3,"NNE","MIDDLEBORO",4,"NNE","MIDDLEBORO",39.3919,-84.0061,39.4079,-83.992
202203,23,202203,23,1004207,"OHIO",2022,"March",0,0,0,0,2000,0,"EF0",0.19,50,1,"NW","CLARKSVILLE",1,"NW","CLARKSVILLE",39.4079,-83.992,39.4101,-83.99
202203,16,202203,16,1007561,"FLORIDA",2022,"March",1,0,0,0,1e+06,0,"EF1",1.5,100,1,"W","SARASOTA BEACH",1,"NE","SARASOTA",27.3298,-82.5419,27.3459,-82.5228
202206,8,202206,8,1023307,"MARYLAND",2022,"June",0,0,0,0,1e+05,NA,"EF0",3.01,75,0,"NNE","FOREST HALL",1,"NE","LAUREL GROVE",38.4256,-76.7184,38.4373,-76.6649
202203,23,202203,23,1011614,"GEORGIA",2022,"March",0,0,0,0,NA,NA,"EF0",0.51,25,2,"W","STATENVILLE",2,"WNW","STATENVILLE",30.7004,-83.0635,30.7077,-83.0618
202206,8,202206,8,1020607,"MISSOURI",2022,"June",0,0,0,0,NA,NA,"EF2",9.56,200,1,"SE","RIPLEY",1,"S","LEVASY",39.121,-94.3091,39.1217,-94.1307
202206,8,202206,8,1020609,"KANSAS",2022,"June",0,0,0,0,NA,NA,"EF0",9.74,75,2,"SSE","HILLSDALE",2,"SSE","LOUISBURG",38.6424,-94.8316,38.5868,-94.6658
202206,11,202206,11,1035106,"MISSOURI",2022,"June",0,0,0,0,NA,NA,"EF0",0.02,20,2,"SE","HEMPLE",2,"SE","HEMPLE",39.7039,-94.5542,39.7036,-94.5542
202203,18,202203,18,1015620,"KENTUCKY",2022,"March",0,0,0,0,NA,0,"EF0",2.6,80,1,"NNW","ROSETTA",1,"ENE","BEWLEYVILLE",37.807,-86.273,37.834,-86.24
202203,18,202203,18,1015621,"KENTUCKY",2022,"March",0,0,0,0,NA,0,"EF1",4.09,100,2,"W","ST JOHN",2,"ENE","KRAFT",37.703,-86.005,37.731,-85.939
202203,5,202203,5,1007111,"IOWA",2022,"March",0,0,0,0,0,0,"EFU",2.07,60,2,"SSE","DERBY",3,"ESE","DERBY",40.9031,-93.4387,40.9163,-93.4031
202203,6,202203,6,1012652,"ARKANSAS",2022,"March",0,0,0,0,0,0,"EF0",2.46,50,1,"ENE","CHILSON",0,"NE","RICHER",35.7242,-90.9893,35.7534,-90.9641
202203,30,202203,30,1009765,"LOUISIANA",2022,"March",0,0,0,0,0,0,"EF0",2.67,50,1,"WNW","MONTROSE",1,"SE","MELROSE",31.584,-93.0073,31.5866,-92.9621
202203,30,202203,30,1009768,"LOUISIANA",2022,"March",0,0,0,0,1000,0,"EF1",0.29,200,1,"W","HODGE",1,"WNW","HODGE",32.2813,-92.7414,32.2834,-92.7371
202203,6,202203,6,1001372,"OHIO",2022,"March",0,0,0,0,150000,0,"EF0",2.87,100,1,"S","FRENCHTOWN",3,"NNE","VERSAILLES",40.2395,-84.5174,40.2564,-84.4677
202203,21,202203,21,1008020,"TEXAS",2022,"March",0,0,0,0,0,0,"EF0",0.29,175,4,"SE","CHANCE",4,"ESE","CHANCE",30.5422,-96.4391,30.5457,-96.4363
202203,23,202203,23,1007618,"OHIO",2022,"March",0,0,0,0,5000,0,"EF0",0.81,100,4,"WSW","CELERYVILLE",4,"WSW","CELERYVILLE",41.009,-82.8065,41.0181,-82.7967
202206,8,202206,8,1020610,"KANSAS",2022,"June",0,0,0,0,NA,NA,"EF0",9.55,75,1,"WNW","SOMERSET",6,"SSE","LOUISBURG",38.6076,-94.7944,38.5464,-94.6359
202206,8,202206,8,1020611,"KANSAS",2022,"June",0,0,0,0,NA,NA,"EF1",9.53,125,2,"ESE","CRAIG",1,"ENE","LEAWOOD",38.964,-94.7853,38.956,-94.6082
202206,8,202206,8,1020612,"MISSOURI",2022,"June",0,0,0,0,NA,NA,"EF1",4.83,125,3,"NNW","RED BRIDGE",2,"NNE","HICKMAN MILLS",38.956,-94.6072,38.9513,-94.5175
202203,18,202203,18,1015622,"KENTUCKY",2022,"March",0,0,0,0,NA,0,"EF0",1.76,80,1,"SW","WEST PT",1,"ENE","WEST PT",37.991,-85.961,38.005,-85.934
202203,18,202203,18,1015623,"KENTUCKY",2022,"March",0,0,0,0,NA,0,"EF1",0.33,100,2,"SE","BELMONT",2,"ESE","BELMONT",37.864,-85.696,37.865,-85.69
202203,5,202203,5,1007112,"IOWA",2022,"March",1,0,1,0,1500000,0,"EF3",11.28,350,3,"ENE","DERBY",3,"N","RUSSELL",40.9405,-93.3854,41.0268,-93.2018
202203,21,202203,21,1009239,"TEXAS",2022,"March",0,0,0,0,0,0,"EF2",0.8,225,4,"SE","LONE STAR",3,"SSE","ORE",32.879,-94.664,32.887,-94.654
202203,21,202203,21,1009248,"TEXAS",2022,"March",0,0,0,0,35000,0,"EF2",4.55,850,2,"ENE","ALTO",2,"NE","LINWOOD",31.6591,-95.0306,31.691,-94.963
202203,21,202203,21,1009331,"TEXAS",2022,"March",0,0,0,0,1e+06,0,"EF2",19.26,1400,4,"S","GLENFAWN",3,"SW","PINEHILL",31.844,-94.825,32.0749,-94.6408
202203,21,202203,21,1009340,"TEXAS",2022,"March",1,0,0,0,550000,0,"EF2",10.66,500,2,"W","LONG BRANCH",4,"NNE","FAIRPLAY",32.072,-94.602,32.206,-94.5117
202203,30,202203,30,1009769,"LOUISIANA",2022,"March",0,0,0,0,0,0,"EF1",0.67,500,2,"ENE","VERNON",3,"ENE","VERNON",32.3883,-92.5378,32.3942,-92.5286
202203,30,202203,30,1009773,"LOUISIANA",2022,"March",0,0,0,0,10000,0,"EF1",4.21,200,4,"NE","VERNON",5,"NNW","EROS",32.4227,-92.5223,32.4612,-92.4663
202203,21,202203,21,1013297,"TEXAS",2022,"March",0,0,0,0,NA,0,"EF0",1.1,155,3,"ENE","WEBBERVILLE",4,"S","LITTIG",30.2524,-97.4755,30.2629,-97.4617
202203,21,202203,21,1013298,"TEXAS",2022,"March",0,0,0,0,NA,0,"EF2",10.87,500,6,"NNW","UTLEY",3,"ENE","ELGIN",30.2629,-97.4617,30.3633,-97.3214
